"Unique Line ID","Fiscal Year Ending","County","County Name","Public Safety & Legal Services","Physical Health & Social Services","Mental Health MR, DD","County Environment & Education","Roads & Transportation","Government Services to Residents","Administration","Nonprogram Current","Debt Service","Capital Projects","Sub-Total Expenditures","Operating Transfers Out","Refunded Debt/Escrow","Total Expenditures","Increase (Decrease) in Reserves","Total Ending Fund Balance","Total Requirements","Primary County Coordinates"
"2026_88_UNION_EXPEND_SA","6/30/2026","88","UNION","$2,788,908","$572,638","$0","$984,961","$6,299,950","$826,111","$1,382,924","$40,000","$1,337,188","$5,456,375","$19,689,055","$972,031","$0","$20,661,086","$0","$5,530,203","$26,191,289",
"2022_83_SHELBY_EXPEND_SA","6/30/2022","83","SHELBY","$2,862,472","$623,785","$289,450","$521,122","$6,341,726","$442,355","$1,631,052","$12,000","$112,000","$947,900","$13,783,862","$4,000,857","$0","$17,784,719","$0","$2,847,816","$20,632,535",
"2016_2_ADAMS_EXPEND_SA","6/30/2016","2","ADAMS","$1,160,003","$251,645","$170,644","$767,020","$3,111,100","$328,263","$751,443","$42,500","$803,030","$4,255,500","$11,641,148","$916,246","$0","$12,557,394","$0","$1,890,143","$14,447,537",
"2007_39_GUTHRIE_EXPEND_SA","6/30/2007","39","GUTHRIE","$1,012,785","$1,153,046","$1,078,000","$1,060,199","$3,672,278","$411,325","$1,073,988","$0","$450,000","$127,000","$10,038,621","$888,264",,"$10,926,885","$0","$4,058,371","$14,985,256",
"2024_17_CERRO GORDO_EXPEND_SA","6/30/2024","17","CERRO GORDO","$11,394,807","$6,456,705","$0","$3,056,180","$9,533,134","$1,400,044","$5,085,836","$0","$950,418","$7,695,676","$45,572,800","$8,077,834","$0","$53,650,634","$0","$22,167,485","$75,818,119",
"2014_29_DES MOINES_EXPEND_SA","6/30/2014","29","DES MOINES","$6,613,175","$1,615,592","$2,522,762","$2,200,703","$4,989,429","$1,029,391","$3,623,603","$0","$755,748","$810,000","$24,160,403","$3,296,167","$0","$27,456,570","$0","$5,266,138","$32,722,708",
"2013_13_CALHOUN_EXPEND_SA","6/30/2013","13","CALHOUN","$2,064,357","$2,233,902","$1,489,200","$774,479","$4,117,786","$568,461","$1,161,662","$8,675","$0","$726,000","$13,144,522","$1,291,366","$0","$14,435,888","$0","$6,257,674","$20,693,562",
"2006_83_SHELBY_EXPEND_SA","6/30/2006","83","SHELBY","$1,489,634","$375,425","$1,825,208","$312,496","$4,214,516","$362,766","$975,950","$25,100","$83,674","$940,879","$10,605,648","$1,012,286",,"$11,617,934","$0","$2,549,056","$14,166,990",
"2017_71_O'BRIEN_EXPEND_SA","6/30/2017","71","O'BRIEN","$3,365,412","$449,711","$826,359","$938,708","$4,686,000","$595,984","$1,553,258","$10,100","$284,711","$1,174,690","$13,884,933","$1,943,525","$0","$15,828,458","$0","$5,996,140","$21,824,598",
"2012_12_BUTLER_EXPEND_SA","6/30/2012","12","BUTLER","$2,125,630","$1,428,248","$28,750,000","$792,117","$4,850,000","$527,815","$1,555,288","$10,000","$228,010","$3,075,000","$43,342,108","$3,249,000","$0","$46,591,108","$0","$4,917,710","$51,508,818",
"2019_79_POWESHIEK_EXPEND_SA","6/30/2019","79","POWESHIEK","$3,209,913","$362,113","$435,364","$652,042","$7,342,947","$663,349","$1,332,887","$454,900","$748,108","$2,989,053","$18,190,676","$2,785,188","$0","$20,975,864","$0","$7,412,431","$28,388,295",
"2014_57_LINN_EXPEND_SA","6/30/2014","57","LINN","$24,329,540","$15,575,915","$21,414,579","$6,970,137","$12,204,452","$4,127,626","$13,649,631","$0","$1,755,463","$8,383,082","$108,410,425","$16,937,491","$0","$125,347,916","$0","$23,841,219","$149,189,135",
"2021_55_KOSSUTH_EXPEND_SA","6/30/2021","55","KOSSUTH","$4,076,444","$433,066","$562,880","$1,246,097","$8,735,400","$1,134,039","$3,011,614","$66,636","$0","$3,687,500","$22,953,676","$2,883,537","$0","$25,837,213","$0","$6,738,212","$32,575,425",
"2017_37_GREENE_EXPEND_SA","6/30/2017","37","GREENE","$1,641,545","$453,745","$376,603","$844,007","$5,483,214","$373,852","$1,866,518","$260,000","$0","$619,000","$11,918,484","$1,862,000","$0","$13,780,484","$0","$3,265,484","$17,045,968",
"2026_70_MUSCATINE_EXPEND_SA","6/30/2026","70","MUSCATINE","$17,289,451","$2,408,449","$0","$2,046,755","$10,125,190","$1,246,841","$4,890,423","$0","$1,672,801","$15,465,000","$55,144,910","$3,370,000","$0","$58,514,910","$0","$15,784,461","$74,299,371",
"2018_70_MUSCATINE_EXPEND_SA","6/30/2018","70","MUSCATINE","$10,178,664","$1,182,792","$2,245,068","$1,364,247","$6,449,000","$861,645","$3,087,850","$0","$2,063,436","$3,690,000","$31,122,702","$2,611,560","$0","$33,734,262","$0","$10,772,246","$44,506,508",
"2008_54_KEOKUK_EXPEND_SA","6/30/2008","54","KEOKUK","$911,117","$771,214","$971,729","$484,054","$3,726,700","$385,997","$1,155,284","$0","$0","$624,000","$9,030,095","$1,004,000","$0","$10,034,095","$0","$3,409,912","$13,444,007",
"2021_92_WASHINGTON_EXPEND_SA","6/30/2021","92","WASHINGTON","$7,744,852","$2,401,943","$932,530","$1,256,851","$7,162,528","$884,666","$2,590,610","$20,000","$3,207,693","$3,787,018","$29,988,691","$3,106,594","$0","$33,095,285","$0","$4,962,994","$38,058,279",
"2010_46_HUMBOLDT_EXPEND_SA","6/30/2010","46","HUMBOLDT","$1,520,298","$384,420","$1,345,083","$576,902","$3,239,355","$397,427","$1,082,716","$0","$0","$327,000","$8,873,201","$1,207,397","$0","$10,080,598","$0","$3,654,635","$13,735,233",
"2005_87_TAYLOR_EXPEND_SA","6/30/2005","87","TAYLOR","$698,985","$861,814","$479,031","$160,541","$2,446,000","$249,400","$557,286","$0","$139,141","$4,632,401","$10,224,599","$482,542",,"$10,707,141","$0","$538,472","$11,245,613",
"2006_61_MADISON_EXPEND_SA","6/30/2006","61","MADISON","$1,704,367","$507,326","$1,051,650","$481,915","$3,694,330","$432,626","$789,532","$0","$152,212","$1,219,320","$10,033,278","$1,135,492",,"$11,168,770","$0","$1,893,080","$13,061,850",
"2011_79_POWESHIEK_EXPEND_SA","6/30/2011","79","POWESHIEK","$2,638,287","$437,586","$1,553,069","$1,074,017","$5,014,650","$718,254","$1,152,031","$202,493","$607,563","$1,111,400","$14,509,350","$1,980,039","$0","$16,489,389","$0","$3,883,471","$20,372,860",
"2012_72_OSCEOLA_EXPEND_SA","6/30/2012","72","OSCEOLA","$1,103,670","$234,286","$693,158","$431,041","$2,675,000","$281,905","$689,710","$69,781","$439,719","$280,000","$6,898,270","$1,143,359","$0","$8,041,629","$0","$2,304,090","$10,345,719",
"2014_89_VAN BUREN_EXPEND_SA","6/30/2014","89","VAN BUREN","$1,147,351","$463,809","$222,955","$390,160","$3,146,000","$304,140","$618,251","$5,700","$0","$417,600","$6,715,966","$666,428","$0","$7,382,394","$0","$2,114,023","$9,496,417",
"2011_11_BUENA VISTA_EXPEND_SA","6/30/2011","11","BUENA VISTA","$2,695,749","$1,214,399","$1,587,334","$698,559","$4,258,750","$630,209","$1,260,196","$25,740","$1,052,300","$1,409,616","$14,832,852","$1,860,825","$0","$16,693,677","$0","$4,354,981","$21,048,658",
"2017_7_BLACK HAWK_EXPEND_SA","6/30/2017","7","BLACK HAWK","$21,444,509","$7,852,219","$6,323,340","$6,426,151","$7,168,298","$2,075,678","$6,035,764","$0","$9,097,091","$9,157,000","$75,580,050","$3,233,429","$0","$78,813,479","$0","$26,803,976","$105,617,455",
"2026_1_ADAIR_EXPEND_SA","6/30/2026","1","ADAIR","$2,613,631","$410,342","$0","$897,999","$7,249,359","$634,884","$1,319,387","$0","$3,613,626","$10,904,250","$27,643,478","$1,735,672","$0","$29,379,150","$0","$19,532,847","$48,911,997",
"2006_89_VAN BUREN_EXPEND_SA","6/30/2006","89","VAN BUREN","$879,059","$359,408","$631,996","$356,673","$2,615,000","$315,179","$486,579","$3,500","$0","$367,723","$6,015,117","$487,301",,"$6,502,418","$0","$1,424,240","$7,926,658",
"2017_22_CLAYTON_EXPEND_SA","6/30/2017","22","CLAYTON","$2,966,489","$636,955","$628,037","$1,413,493","$6,608,416","$703,899","$1,761,155","$1,500","$337,053","$1,756,938","$16,813,935","$1,700,000","$0","$18,513,935","$0","$4,908,903","$23,422,838",
"2026_41_HANCOCK_EXPEND_SA","6/30/2026","41","HANCOCK","$3,310,560","$547,432","$0","$935,527","$7,136,573","$840,407","$1,908,748","$750","$253,300","$1,596,000","$16,529,297","$2,909,887","$0","$19,439,184","$0","$6,223,382","$25,662,566",
"2014_10_BUCHANAN_EXPEND_SA","6/30/2014","10","BUCHANAN","$3,237,849","$596,352","$1,230,484","$1,087,648","$6,334,700","$745,019","$1,470,135","$59,875","$420,218","$1,129,000","$16,311,280","$2,278,477","$0","$18,589,757","$0","$3,648,759","$22,238,516",
"2009_11_BUENA VISTA_EXPEND_SA","6/30/2009","11","BUENA VISTA","$2,473,890","$1,216,919","$1,678,613","$653,739","$4,018,035","$605,567","$1,241,248","$35,285","$1,312,087","$1,469,350","$14,704,733","$1,712,257","$0","$16,416,990","$0","$3,037,246","$19,454,236",
"2006_74_PALO ALTO_EXPEND_SA","6/30/2006","74","PALO ALTO","$1,209,344","$293,418","$1,454,337","$953,362","$3,265,357","$429,384","$1,071,414","$0","$113,154","$827,146","$9,616,916","$1,164,312",,"$10,781,228","$0","$3,734,075","$14,515,303",
"2013_40_HAMILTON_EXPEND_SA","6/30/2013","40","HAMILTON","$2,677,155","$1,798,542","$2,642,270","$1,470,140","$4,508,500","$494,807","$1,303,413","$0","$2,484,084","$1,075,173","$18,454,084","$2,532,555","$0","$20,986,639","$0","$2,307,970","$23,294,609",
"2006_15_CASS_EXPEND_SA","6/30/2006","15","CASS","$1,637,291","$476,402","$1,905,154","$515,359","$3,485,740","$504,032","$1,014,425","$407,900","$0","$1,859,436","$11,805,739","$1,541,890",,"$13,347,629","$0","$1,072,835","$14,420,464",
"2011_88_UNION_EXPEND_SA","6/30/2011","88","UNION","$1,339,070","$429,206","$1,562,100","$525,058","$4,036,610","$449,499","$904,150","$0","$1,794,159","$2,928,437","$13,968,289","$639,488","$0","$14,607,777","$0","$5,662,530","$20,270,307",
"2023_72_OSCEOLA_EXPEND_SA","6/30/2023","72","OSCEOLA","$2,015,808","$386,827","$0","$699,921","$4,295,148","$340,933","$1,198,490","$145,193","$353,625","$286,000","$9,721,945","$1,640,528","$0","$11,362,473","$0","$6,118,413","$17,480,886",
"2019_23_CLINTON_EXPEND_SA","6/30/2019","23","CLINTON","$8,665,689","$2,143,610","$1,795,148","$1,871,362","$6,468,512","$1,262,265","$4,402,055","$0","$2,916,522","$20,076,144","$49,601,307","$3,978,209","$0","$53,579,516","$0","$2,035,626","$55,615,142",
"2017_95_WINNEBAGO_EXPEND_SA","6/30/2017","95","WINNEBAGO","$2,079,447","$1,474,847","$820,659","$992,924","$3,652,754","$605,228","$1,829,360","$10,990","$2,818,270","$3,839,626","$18,124,105","$1,577,737","$0","$19,701,842","$0","$12,376,381","$32,078,223",
"2007_22_CLAYTON_EXPEND_SA","6/30/2007","22","CLAYTON","$2,179,122","$474,338","$1,904,122","$989,572","$5,103,450","$503,328","$1,462,541","$1,300","$262,475","$1,090,000","$13,970,248","$1,200,000",,"$15,170,248","$0","$5,521,370","$20,691,618",
"2026_73_PAGE_EXPEND_SA","6/30/2026","73","PAGE","$3,806,647","$707,429","$0","$1,326,421","$5,555,000","$732,962","$1,934,693","$8,000","$1,414,012","$100,000","$15,585,164","$1,882,270","$0","$17,467,434","$0","$21,586,499","$39,053,933",
"2026_6_BENTON_EXPEND_SA","6/30/2026","6","BENTON","$9,624,458","$1,992,900","$0","$2,750,924","$11,565,598","$1,310,662","$3,619,576","$475,000","$810,950","$4,648,513","$36,798,581","$4,071,650","$0","$40,870,231","$0","$17,923,480","$58,793,711",
"2007_77_POLK_EXPEND_SA","6/30/2007","77","POLK","$48,625,020","$27,646,386","$48,601,552","$9,944,858","$8,824,562","$5,918,606","$26,998,295","$0","$7,242,628","$47,385,333","$231,187,240","$81,700,765",,"$312,888,005","$0","$65,451,723","$378,339,728",
"2024_14_CARROLL_EXPEND_SA","6/30/2024","14","CARROLL","$5,860,172","$1,066,140","$0","$2,406,081","$7,787,550","$721,882","$2,344,250","$3,200,000","$1,118,200","$2,300,000","$26,804,275","$3,424,251","$0","$30,228,526","$0","$5,263,955","$35,492,481",
"2012_92_WASHINGTON_EXPEND_SA","6/30/2012","92","WASHINGTON","$4,393,992","$2,504,640","$2,303,267","$894,396","$4,623,092","$688,645","$1,857,293","$61,200","$2,983,795","$8,061,268","$28,371,588","$2,339,428","$0","$30,711,016","$0","$3,135,423","$33,846,439",
"2016_29_DES MOINES_EXPEND_SA","6/30/2016","29","DES MOINES","$6,528,171","$1,674,256","$2,457,789","$1,752,801","$5,607,416","$1,040,591","$3,192,421","$0","$2,956,152","$1,725,535","$26,935,132","$2,009,135","$0","$28,944,267","$0","$7,169,679","$36,113,946",
"2020_90_WAPELLO_EXPEND_SA","6/30/2020","90","WAPELLO","$4,697,381","$1,211,429","$2,034,293","$938,840","$5,080,631","$766,687","$3,189,313","$77,283","$487,704","$2,003,000","$20,486,561","$1,200,000","$0","$21,686,561","$0","$8,380,068","$30,066,629",
"2023_25_DALLAS_EXPEND_SA","6/30/2023","25","DALLAS","$17,700,692","$2,150,190","$0","$3,530,286","$10,504,677","$2,734,956","$2,373,122","$107,082","$2,330,616","$7,188,124","$48,619,745","$11,556,125","$0","$60,175,870","$0","$25,573,050","$85,748,920",
"2015_22_CLAYTON_EXPEND_SA","6/30/2015","22","CLAYTON","$2,896,906","$766,837","$859,471","$1,175,262","$7,242,980","$685,830","$1,789,629","$1,300","$329,371","$1,084,274","$16,831,860","$1,600,000","$0","$18,431,860","$0","$4,887,950","$23,319,810",
"2009_24_CRAWFORD_EXPEND_SA","6/30/2009","24","CRAWFORD","$1,515,768","$2,531,103","$2,423,040","$834,443","$4,694,100","$507,717","$1,376,878","$0","$243,365","$1,927,000","$16,053,414","$1,470,000","$0","$17,523,414","$0","$4,747,343","$22,270,757",
"2005_82_SCOTT_EXPEND_SA","6/30/2005","82","SCOTT","$15,960,225","$5,744,453","$13,160,374","$3,746,490","$3,916,900","$1,801,748","$7,171,510","$0","$1,046,926","$5,666,508","$58,215,134","$6,169,651",,"$64,384,785","$0","$15,919,714","$80,304,499",
"2020_40_HAMILTON_EXPEND_SA","6/30/2020","40","HAMILTON","$3,704,669","$1,777,470","$1,544,815","$2,483,720","$7,979,950","$623,939","$1,883,509","$0","$3,599,077","$1,181,090","$24,778,239","$4,434,451","$0","$29,212,690","$0","$3,057,565","$32,270,255",
"2015_59_LUCAS_EXPEND_SA","6/30/2015","59","LUCAS","$1,116,677","$766,460","$426,538","$381,209","$3,320,976","$305,060","$920,375","$0","$284,279","$320,200","$7,841,774","$604,252","$0","$8,446,026","$0","$1,190,506","$9,636,532",
"2012_44_HENRY_EXPEND_SA","6/30/2012","44","HENRY","$3,142,997","$883,245","$3,208,819","$911,150","$3,357,200","$649,149","$1,170,802","$43,500","$150,000","$716,000","$14,232,862","$1,081,504","$0","$15,314,366","$0","$2,497,044","$17,811,410",
"2018_63_MARION_EXPEND_SA","6/30/2018","63","MARION","$4,899,090","$3,022,994","$1,195,732","$2,122,400","$8,268,810","$1,027,629","$3,085,410","$0","$465,215","$1,963,310","$26,050,590","$2,402,340","$0","$28,452,930","$0","$9,143,304","$37,596,234",
"2026_19_CHICKASAW_EXPEND_SA","6/30/2026","19","CHICKASAW","$4,156,519","$1,472,424","$0","$932,680","$7,439,199","$505,744","$2,329,671","$6,200","$477,415","$1,791,278","$19,111,130","$2,567,245","$0","$21,678,375","$0","$5,868,595","$27,546,970",
"2008_81_SAC_EXPEND_SA","6/30/2008","81","SAC","$1,830,655","$572,692","$1,800,337","$739,689","$3,491,000","$341,787","$1,035,676","$0","$55,000","$613,000","$10,479,836","$879,539","$0","$11,359,375","$0","$1,690,674","$13,050,049",
"2021_6_BENTON_EXPEND_SA","6/30/2021","6","BENTON","$5,128,084","$1,468,123","$1,359,223","$5,350,663","$8,876,835","$988,325","$2,347,690","$108,000","$0","$2,558,500","$28,185,443","$4,495,000","$0","$32,680,443","$0","$5,636,790","$38,317,233",
"2015_1_ADAIR_EXPEND_SA","6/30/2015","1","ADAIR","$1,418,180","$350,961","$306,568","$525,496","$4,620,827","$352,894","$830,957","$0","$1,203,044","$5,110,780","$14,719,707","$5,331,913","$0","$20,051,620","$0","$4,844,289","$24,895,909",
"2015_7_BLACK HAWK_EXPEND_SA","6/30/2015","7","BLACK HAWK","$19,054,037","$7,832,261","$6,800,872","$3,796,775","$5,837,756","$1,809,293","$5,735,454","$0","$6,751,628","$908,652","$58,526,728","$2,931,802","$0","$61,458,530","$0","$21,092,379","$82,550,909",
"2024_53_JONES_EXPEND_SA","6/30/2024","53","JONES","$4,855,004","$1,071,560","$0","$1,516,772","$8,585,079","$980,607","$3,838,318","$143,560","$0","$2,500,000","$23,490,900","$2,903,836","$0","$26,394,736","$0","$8,371,976","$34,766,712",
"2020_8_BOONE_EXPEND_SA","6/30/2020","8","BOONE","$4,247,636","$734,206","$758,300","$1,312,052","$7,108,419","$721,260","$2,095,733","$200,000","$710,831","$1,306,000","$19,194,437","$3,593,111","$0","$22,787,548","$0","$4,138,700","$26,926,248",
"2021_20_CLARKE_EXPEND_SA","6/30/2021","20","CLARKE","$2,421,960","$963,427","$381,431","$398,763","$4,440,500","$630,716","$1,431,503","$0","$86,165","$285,000","$11,039,465","$908,048","$0","$11,947,513","$0","$2,252,895","$14,200,408",
"2007_33_FAYETTE_EXPEND_SA","6/30/2007","33","FAYETTE","$2,512,321","$551,667","$2,479,764","$1,214,269","$4,569,264","$520,585","$1,070,974","$6,750","$350,760","$1,144,040","$14,420,394","$1,431,195",,"$15,851,589","$0","$1,241,890","$17,093,479",
"2020_58_LOUISA_EXPEND_SA","6/30/2020","58","LOUISA","$3,310,198","$853,190","$384,570","$1,086,837","$4,171,758","$408,986","$1,307,430","$0","$344,910","$1,017,451","$12,885,330","$1,597,430","$0","$14,482,760","$0","$2,397,596","$16,880,356",
"2008_66_MITCHELL_EXPEND_SA","6/30/2008","66","MITCHELL","$1,401,281","$908,370","$1,514,994","$1,079,781","$3,200,000","$249,310","$885,368","$500","$340,418","$415,000","$9,995,022","$1,121,050","$0","$11,116,072","$0","$1,997,874","$13,113,946",
"2009_56_LEE_EXPEND_SA","6/30/2009","56","LEE","$3,753,859","$3,801,608","$4,713,218","$1,347,498","$3,760,879","$967,570","$2,412,828","$275,000","$759,918","$4,507,000","$26,299,378","$1,089,400","$0","$27,388,778","$0","$7,926,748","$35,315,526",
"2005_77_POLK_EXPEND_SA","6/30/2005","77","POLK","$40,203,852","$25,478,422","$41,669,661","$12,791,359","$8,479,069","$5,121,552","$20,311,118","$50,000","$5,457,149","$7,206,499","$166,768,681","$11,772,137",,"$178,540,818","$0","$42,757,008","$221,297,826",
"2010_73_PAGE_EXPEND_SA","6/30/2010","73","PAGE","$1,622,453","$727,124","$1,893,204","$319,749","$3,761,000","$435,803","$956,066","$5,000","$105,595","$509,251","$10,335,245","$719,376","$0","$11,054,621","$0","$2,461,684","$13,516,305",
"2005_8_BOONE_EXPEND_SA","6/30/2005","8","BOONE","$2,354,823","$785,346","$2,003,100","$809,018","$4,336,100","$528,846","$1,307,947","$0","$433,495","$1,356,400","$13,915,075","$200,560",,"$14,115,635","$0","$3,978,713","$18,094,348",
"2022_40_HAMILTON_EXPEND_SA","6/30/2022","40","HAMILTON","$3,950,951","$1,901,442","$464,901","$2,284,036","$6,088,000","$608,702","$2,085,433","$0","$2,572,032","$1,288,895","$21,244,392","$3,704,801","$0","$24,949,193","$0","$3,673,422","$28,622,615",
"2016_56_LEE_EXPEND_SA","6/30/2016","56","LEE","$4,850,162","$4,907,202","$2,526,322","$1,459,093","$5,088,800","$1,117,112","$2,138,715","$56,740","$954,977","$7,734,459","$30,833,582","$1,676,614","$0","$32,510,196","$0","$7,794,629","$40,304,825",
"2007_48_IOWA_EXPEND_SA","6/30/2007","48","IOWA","$2,198,267","$792,003","$1,311,790","$771,086","$4,386,076","$424,513","$1,334,580","$21,780","$432,903","$1,035,000","$12,707,998","$960,000",,"$13,667,998","$0","$3,476,301","$17,144,299",
"2026_38_GRUNDY_EXPEND_SA","6/30/2026","38","GRUNDY","$3,555,141","$686,427","$0","$1,610,588","$7,688,814","$669,197","$3,085,875","$0","$985,700","$6,862,786","$25,144,528","$7,049,991","$0","$32,194,519","$0","$4,022,460","$36,216,979",
"2022_89_VAN BUREN_EXPEND_SA","6/30/2022","89","VAN BUREN","$1,508,242","$612,165","$300,074","$453,992","$4,240,000","$341,275","$701,912","$40,600","$0","$725,000","$8,923,260","$1,049,517","$0","$9,972,777","$0","$4,364,173","$14,336,950",
"2012_45_HOWARD_EXPEND_SA","6/30/2012","45","HOWARD","$1,390,817","$500,510","$1,225,800","$1,516,418","$3,518,118","$395,252","$1,029,040","$1,000","$224,411","$21,901","$9,823,267","$970,770","$0","$10,794,037","$0","$2,566,256","$13,360,293",
"2008_22_CLAYTON_EXPEND_SA","6/30/2008","22","CLAYTON","$2,253,600","$546,365","$2,058,704","$1,047,104","$5,091,744","$552,973","$1,456,499","$1,300","$378,475","$1,433,000","$14,819,764","$1,300,000","$0","$16,119,764","$0","$5,783,795","$21,903,559",
"2010_15_CASS_EXPEND_SA","6/30/2010","15","CASS","$2,208,436","$471,191","$2,666,700","$525,392","$4,399,000","$426,377","$1,102,364","$1,068,012","$53,125","$1,901,238","$14,821,835","$1,688,771","$0","$16,510,606","$0","$750,402","$17,261,008",
"2013_89_VAN BUREN_EXPEND_SA","6/30/2013","89","VAN BUREN","$1,131,583","$596,508","$669,395","$384,138","$3,245,000","$310,997","$607,690","$5,700","$0","$167,600","$7,118,611","$635,140","$0","$7,753,751","$0","$2,292,370","$10,046,121",
"2005_40_HAMILTON_EXPEND_SA","6/30/2005","40","HAMILTON","$1,903,983","$2,370,557","$2,009,452","$1,118,064","$3,367,100","$403,127","$1,108,869","$0","$1,029,056","$1,351,900","$14,662,108","$2,564,286",,"$17,226,394","$0","$3,330,246","$20,556,640",
"2011_56_LEE_EXPEND_SA","6/30/2011","56","LEE","$4,387,492","$3,828,187","$5,004,578","$1,275,447","$4,168,700","$983,777","$2,292,845","$0","$813,452","$839,363","$23,593,841","$1,250,000","$0","$24,843,841","$0","$6,017,621","$30,861,462",
"2015_54_KEOKUK_EXPEND_SA","6/30/2015","54","KEOKUK","$1,154,634","$732,907","$490,075","$357,274","$4,282,050","$375,763","$2,177,463","$0","$0","$354,000","$9,924,166","$1,321,200","$0","$11,245,366","$0","$3,334,918","$14,580,284",
"2023_20_CLARKE_EXPEND_SA","6/30/2023","20","CLARKE","$3,503,284","$807,934","$0","$407,858","$4,650,000","$657,599","$1,473,658","$0","$38,315","$425,000","$11,963,648","$938,190","$0","$12,901,838","$0","$3,195,508","$16,097,346",
"2009_39_GUTHRIE_EXPEND_SA","6/30/2009","39","GUTHRIE","$1,112,175","$1,228,120","$1,484,071","$1,386,764","$4,405,710","$398,634","$1,110,342","$0","$400,000","$1,189,000","$12,714,816","$1,183,668","$0","$13,898,484","$0","$2,827,351","$16,725,835",
"2005_99_WRIGHT_EXPEND_SA","6/30/2005","99","WRIGHT","$1,440,207","$2,669,859","$1,436,851","$935,281","$3,750,000","$556,548","$999,619","$28,370","$168,678","$880,000","$12,865,413","$1,105,113",,"$13,970,526","$0","$3,083,159","$17,053,685",
"2011_23_CLINTON_EXPEND_SA","6/30/2011","23","CLINTON","$7,502,381","$1,683,021","$8,710,755","$1,715,542","$5,235,587","$1,360,669","$3,417,854","$40,000","$1,364,713","$15,300,695","$46,331,217","$975,000","$0","$47,306,217","$0","$5,674,991","$52,981,208",
"2008_7_BLACK HAWK_EXPEND_SA","6/30/2008","7","BLACK HAWK","$15,683,002","$11,522,030","$21,795,291","$2,866,054","$5,069,991","$1,754,774","$5,065,274","$0","$2,742,504","$1,953,277","$68,452,197","$1,860,555","$0","$70,312,752","$0","$7,510,060","$77,822,812",
"2016_34_FLOYD_EXPEND_SA","6/30/2016","34","FLOYD","$2,754,314","$1,375,528","$1,293,415","$985,214","$5,290,850","$680,437","$1,274,226","$0","$695,678","$725,000","$15,074,662","$1,256,895","$0","$16,331,557","$0","$5,443,179","$21,774,736",
"2007_74_PALO ALTO_EXPEND_SA","6/30/2007","74","PALO ALTO","$1,289,135","$351,512","$1,454,337","$1,014,895","$3,319,419","$354,533","$1,074,354","$0","$407,480","$468,250","$9,733,915","$1,385,764",,"$11,119,679","$0","$3,686,934","$14,806,613",
"2022_8_BOONE_EXPEND_SA","6/30/2022","8","BOONE","$4,600,965","$737,908","$493,369","$2,357,148","$8,103,200","$834,581","$2,254,360","$100,000","$710,627","$1,950,000","$22,142,158","$3,984,881","$0","$26,127,039","$0","$2,297,463","$28,424,502",
"2007_11_BUENA VISTA_EXPEND_SA","6/30/2007","11","BUENA VISTA","$2,201,361","$1,143,823","$1,507,125","$712,458","$3,703,765","$519,127","$1,130,285","$34,800","$1,543,036","$5,721,050","$18,216,830","$1,636,600",,"$19,853,430","$0","$3,393,742","$23,247,172",
"2020_87_TAYLOR_EXPEND_SA","6/30/2020","87","TAYLOR","$1,768,500","$1,398,983","$169,000","$483,287","$4,129,550","$383,822","$948,314","$0","$988,655","$302,500","$10,572,611","$943,568","$0","$11,516,179","$0","$2,921,794","$14,437,973",
"2011_6_BENTON_EXPEND_SA","6/30/2011","6","BENTON","$3,422,547","$930,247","$2,118,376","$1,581,186","$6,293,500","$581,860","$1,403,897","$0","$578,000","$9,945,338","$26,854,951","$2,728,352","$0","$29,583,303","$0","$5,324,617","$34,907,920",
"2018_90_WAPELLO_EXPEND_SA","6/30/2018","90","WAPELLO","$4,435,533","$1,338,136","$1,660,842","$913,796","$4,728,760","$766,258","$3,160,483","$80,237","$780,056","$3,273,000","$21,137,101","$1,150,000","$0","$22,287,101","$0","$10,480,522","$32,767,623",
"2019_54_KEOKUK_EXPEND_SA","6/30/2019","54","KEOKUK","$1,272,793","$751,793","$340,159","$477,568","$6,594,900","$430,270","$2,163,713","$0","$0","$2,335,000","$14,366,196","$2,192,000","$0","$16,558,196","$0","$3,440,448","$19,998,644",
"2024_89_VAN BUREN_EXPEND_SA","6/30/2024","89","VAN BUREN","$1,776,239","$766,613","$0","$630,931","$5,000,000","$422,943","$1,014,712","$45,600","$0","$1,459,900","$11,116,938","$1,142,549","$0","$12,259,487","$0","$6,535,056","$18,794,543",
"2018_21_CLAY_EXPEND_SA","6/30/2018","21","CLAY","$2,987,497","$772,062","$403,438","$1,458,042","$5,181,292","$551,008","$2,081,597","$0","$485,358","$1,058,964","$14,979,258","$2,169,279","$0","$17,148,537","$0","$7,494,644","$24,643,181",
"2013_72_OSCEOLA_EXPEND_SA","6/30/2013","72","OSCEOLA","$1,187,143","$237,450","$693,480","$559,434","$2,715,000","$284,988","$703,952","$65,530","$438,185","$285,000","$7,170,162","$1,227,955","$0","$8,398,117","$0","$2,354,573","$10,752,690",
"2025_86_TAMA_EXPEND_SA","6/30/2025","86","TAMA","$6,479,249","$2,448,602","$0","$1,359,659","$10,424,391","$985,282","$4,585,523","$15,500","$926,585","$2,606,010","$29,830,801","$3,147,332","$0","$32,978,133","$0","$-948,594","$32,029,539",
"2016_87_TAYLOR_EXPEND_SA","6/30/2016","87","TAYLOR","$1,654,827","$1,162,310","$152,707","$310,724","$3,425,000","$362,343","$730,823","$0","$1,034,360","$2,242,206","$11,075,300","$797,881","$0","$11,873,181","$0","$2,309,624","$14,182,805",
